Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Property Age,Tenure Type Encoded,Property Type Encoded,Land Title Encoded,Transit Zone,Facility Count,Facility Tier,State_Kedah,State_Kelantan,State_Kuala Lumpur,State_Melaka,State_Negeri Sembilan,State_Other,State_Pahang,State_Penang,State_Perak,State_Putrajaya,State_Sabah,State_Sarawak,State_Selangor,State_Terengganu
2.0,1.0,550.0,20.0,462.0,1.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,900.0,20.0,462.0,2.0,12.0,0,5,2,0,14,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,2.0,1000.0,20.0,462.0,2.0,12.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,1.0,295.0,20.0,1737.0,1.0,12.0,1,5,2,0,10,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1010.0,22.0,531.0,2.0,15.0,0,1,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,852.0,12.0,462.0,1.0,26.0,0,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,760.0,20.0,462.0,1.0,12.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,30.0,500.0,1.0,14.0,1,0,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1000.0,16.0,462.0,2.0,12.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1051.0,20.0,320.0,1.0,12.0,1,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,20.0,460.0,2.0,12.0,1,0,2,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,866.0,20.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4.0,3.0,1646.0,44.0,378.0,2.0,8.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1050.0,20.0,462.0,3.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,2747.0600000000027,15.0,198.0,2.0,28.0,1,1,2,1,11,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.0,2.0,792.0,20.0,280.0,1.0,8.0,1,5,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,1066.0,20.0,462.0,1.0,12.0,0,5,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,1100.0,20.0,342.0,1.0,14.0,0,1,2,1,11,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,522.0,26.0,324.0,1.0,6.0,0,5,2,0,5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,1.0,468.0,20.0,462.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,730.0,5.0,400.0,1.0,9.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1003.0,15.0,462.0,1.0,20.0,0,1,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,506.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,650.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,750.0,5.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,882.0,20.0,462.0,1.0,12.0,1,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,908.0,28.0,650.0,1.0,9.0,0,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,918.0,17.0,595.0,2.0,12.0,0,0,2,1,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,3.0,1504.0,20.0,462.0,2.0,12.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1270.0,20.0,462.0,2.0,12.0,1,1,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,550.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1231.0,18.0,569.0,2.0,16.0,1,1,2,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1650.0,24.0,234.0,1.0,12.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,868.0,5.0,462.0,1.0,12.0,1,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,965.0,12.0,462.0,1.0,12.0,0,1,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,775.0,17.0,312.0,1.0,12.0,1,5,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,4.0,2337.0,38.0,420.0,4.0,15.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,500.0,20.0,462.0,1.0,12.0,1,3,2,0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,1.0,635.0,20.0,280.0,1.0,8.0,1,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,12.0,1012.0,1.0,12.0,0,0,2,0,10,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,883.0,20.0,462.0,1.0,12.0,0,0,1,1,5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.0,1.0,520.0,20.0,462.0,1.0,12.0,1,3,1,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,500.0,20.0,259.0,1.0,12.0,1,1,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,23.0,433.0,1.0,27.0,1,0,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,850.0,35.0,1843.0,2.0,7.0,1,5,2,0,13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,2.0,575.0,20.0,272.0,1.0,17.0,1,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,926.0,14.0,340.0,1.0,12.0,0,0,1,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1012.0,32.0,398.0,1.0,5.0,0,5,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,818.0,16.0,730.0,2.0,8.0,1,0,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1300.0,21.0,455.0,2.0,11.0,1,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,828.0,20.0,462.0,1.0,12.0,0,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1550.0,20.0,600.0,2.0,16.0,1,1,1,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,947.0,8.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,0,0,2,0,11,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,1.0,520.0,13.0,1020.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,550.0,20.0,462.0,1.0,12.0,0,3,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,2.0,1000.0,20.0,1443.0,2.0,1.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,800.0,6.0,672.0,2.0,32.0,0,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1646.0,44.0,378.0,2.0,8.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1050.0,20.0,428.0,1.0,28.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,813.0,20.0,462.0,2.0,12.0,1,0,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,990.0,4.0,462.0,1.0,12.0,1,0,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,950.0,17.0,592.0,1.0,37.0,0,0,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,780.0,5.0,281.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,2.0,1050.0,13.0,666.0,2.0,12.0,1,5,2,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,775.0,18.0,200.0,1.0,20.0,0,0,1,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,22.0,246.0,1.0,18.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,973.0,20.0,352.0,1.0,11.0,0,1,2,0,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2.0,1385.0,20.0,42.0,1.0,12.0,1,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1100.0,20.0,462.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,3.0,1400.0,29.0,260.0,2.0,11.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,650.0,11.0,792.0,1.0,24.0,0,0,1,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,1.0,650.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1060.0,25.0,237.0,2.0,30.0,1,1,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,765.0,22.0,1343.0,2.0,9.0,1,1,2,0,13,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,1.0,1059.0,20.0,462.0,1.0,12.0,1,3,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3.0,2.0,794.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1020.0,22.0,1343.0,1.0,9.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,680.0,20.0,462.0,1.0,12.0,0,0,1,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,743.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.0,1.0,624.0,20.0,462.0,1.0,12.0,0,3,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1043.0,15.0,900.0,1.0,28.0,1,0,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,795.0,7.0,150.0,1.0,12.0,1,3,2,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.0,8.0,463.0,20.0,462.0,1.0,12.0,1,1,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1206.0,28.0,585.0,2.0,8.0,1,0,2,0,12,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1052.0,20.0,462.0,2.0,12.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,4.0,1500.0,43.0,218.0,2.0,11.0,1,1,2,0,8,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,31.0,780.0,1.0,13.0,1,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,3.0,1507.0,18.0,500.0,1.0,30.0,1,1,1,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,1.0,280.0,20.0,462.0,1.0,12.0,0,5,2,1,13,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,850.0,20.0,462.0,1.0,12.0,0,0,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1200.0,20.0,462.0,3.0,12.0,1,1,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1012.0,5.0,462.0,1.0,12.0,1,0,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,4.0,2045.0,10.0,733.0,2.0,20.0,0,1,1,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,20.0,462.0,1.0,12.0,0,3,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,650.0,5.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,600.0,49.0,480.0,1.0,8.0,1,5,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,1.0,764.0,14.0,462.0,1.0,25.0,0,0,1,1,5,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1050.0,40.0,558.0,2.0,12.0,0,5,2,1,8,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2.0,1195.0,20.0,462.0,1.0,12.0,1,1,2,0,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1105.0,5.0,462.0,1.0,12.0,1,0,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1234.0,42.0,1571.0,2.0,9.0,0,1,2,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,908.0,21.0,340.0,1.0,16.0,0,1,1,1,9,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,645.0,20.0,462.0,1.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1500.0,22.0,144.0,2.0,12.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,975.0,29.0,372.0,2.0,13.0,1,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,660.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,856.0,5.0,462.0,1.0,12.0,0,0,1,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,3.0,955.0,20.0,462.0,1.0,12.0,1,0,1,1,14,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,854.0,20.0,462.0,1.0,12.0,1,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,467.0,43.0,956.0,1.0,12.0,1,6,2,1,4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,900.0,20.0,462.0,1.0,12.0,1,0,1,1,13,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,21.0,406.0,1.0,28.0,1,1,2,0,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1120.0,20.0,462.0,1.0,12.0,0,0,2,0,5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,1600.0,35.0,195.0,2.0,15.0,1,1,2,0,9,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,18.0,136.0,1.0,32.0,1,1,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,891.0,20.0,280.0,2.0,8.0,1,5,2,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1300.0,19.0,706.0,2.0,16.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1173.0,15.0,462.0,1.0,12.0,0,1,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1302.0,20.0,396.0,2.0,19.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.0,4.0,2266.0,28.0,462.0,2.0,12.0,0,1,2,0,13,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3.0,2.0,1280.0,22.0,470.0,2.0,12.0,0,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,700.0,17.0,3.0,1.0,34.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,700.0,20.0,462.0,1.0,12.0,0,0,2,0,4,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1000.0,20.0,109.0,1.0,12.0,0,1,2,0,6,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2.0,829.0,20.0,462.0,2.0,12.0,1,1,2,1,14,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,3.0,1646.0,44.0,378.0,1.0,8.0,1,1,2,0,10,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,2.0,700.0,20.0,462.0,2.0,12.0,1,1,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.0,1.0,1101.0,20.0,462.0,1.0,12.0,0,0,2,0,14,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,950.0,20.0,462.0,1.0,12.0,1,0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,1422.0,20.0,899.0,1.0,13.0,0,1,2,1,9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,1.0,888.0,20.0,462.0,1.0,12.0,1,0,2,1,14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,815.0,21.0,462.0,1.0,12.0,0,0,2,1,6,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,870.0,18.0,462.0,1.0,12.0,0,0,1,1,8,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,750.0,5.0,300.0,1.0,12.0,0,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,1.0,460.0,12.0,136.0,1.0,6.0,1,5,2,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,3.0,2184.0,6.0,98.0,4.0,9.0,1,1,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1334.0,11.0,147.0,1.0,9.0,1,1,2,0,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,800.0,22.0,246.0,1.0,18.0,1,1,2,1,10,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1200.0,20.0,462.0,2.0,12.0,1,1,2,1,10,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,700.0,12.0,462.0,2.0,26.0,1,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1043.0,12.0,260.0,1.0,20.0,0,1,1,1,5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,800.0,20.0,1900.0,1.0,10.0,0,0,2,0,14,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,2.0,1270.0,27.0,462.0,2.0,21.0,1,1,2,0,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.0,4.0,1862.0,20.0,462.0,3.0,12.0,1,1,2,0,13,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1260.0,36.0,1338.0,2.0,9.0,0,5,2,1,11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,1185.0,20.0,462.0,2.0,12.0,1,0,2,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.0,2.0,1680.0,20.0,462.0,1.0,12.0,0,0,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,2.0,850.0,5.0,462.0,1.0,12.0,0,0,1,1,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,2.0,1313.0,20.0,700.0,1.0,13.0,1,1,2,1,7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.0,2.0,750.0,21.0,520.0,1.0,27.0,1,0,2,0,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,3.0,1277.0,15.0,138.0,3.0,10.0,0,1,1,1,7,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
